,Unnamed: 0,Unnamed: 0.1,category,url,question
551,551,782,hipertensi,/komunitas/topic/darah-rendah-atau-normal-3," ,  ?  ya darah saya selalu di bawah 110 setiap saya check tensi nya 103/60-102/69, tensi segitu normal atau rendah ? dan apa yg harus saya lakukan"
492,492,2234,gagal-jantung,/komunitas/topic/tensi-rendah-2,", nama saya alex. saya mengidap gagal jantung. sering tensi saya rendah sekali, sampai 89/60. peran: terapi apa supaya tensi bisa dinaikkan sampai normal?"
1168,1168,1366,stroke,/komunitas/topic/linglung-2,"permisi ,  ,  sakit kepala disertai mual dan linglung/seperti orang tidak sadar, dan sering mekan hal yang sama padahal sudah saya jawab berkali-kali. dan sering  ""tadi saya  ya, biasanya gapernah begini"". kira-kira penyebabnya apa ?
"
552,552,146,hipertensi,/komunitas/topic/bolehkah-berhenti-minum-obat-hipertensi,"alo , saya menderita hipertensi dan rutin minum coveram 5/5 setiap pagi, dan ini sudah berlangsung tahunan. terus belakangan ini tensi darahnya suka turun di bawah 120/80, apakah obat hipertensinya boleh dihentikan? apakah ini pertanda baik ato ada kemungkinan penyakit lainnya? .
"
536,536,26,hipertensi,/komunitas/topic/tentang-gejala-penyakit-kangker,",.saya merasakan kepala saya sakit dn rasanya berat sekali di bagian belakang,.sudah 1 mngu tapi gk sembuh,penyebabya ketika saya habis marah marah,pasti kepala saya kambuh,trus kaya menjalar ke mata,rasanya agak sakit dn memerah,,apakah itu gejala kangker otak 
"
837,837,2526,serangan-jantung,/komunitas/topic/cara-mengatasi-nyeri-pada-dada-kiri," , saya sudah 3,4 kali mengalami nyeri pada dada kiri. entah pada saat kerja ataupun saat istirahat/baring. cara mengatasinya dengan apa ...!?"
320,320,2228,gagal-jantung,/komunitas/topic/penderita-jantung-dan-tekanan-darah-sering-drop," menderita sakit jantung dan tekanan darah nya sering drop, harus makan apa ya sebaiknya ? dari apotik sering nya sangobion yang dianjurkan untuk membantu tekanan darah nya."
51,51,2270,aritmia,/komunitas/topic/sakit-apa-ini-33,",aku tasya. aku , akhir"" ini detak jantung aku berasa ga teratur dan itu bikin dada aku nyeri & sesak. kadang ngerasa suka berhenti tiba"" lalu normal lagi & itu aku rasain saat tidak melakukan aktifitas apapun. tapi saat aku lakukan nahan nafas, sesak pun berkurang selang bererapa detik detak jantung aku ubnormal lagi. apakah itu termasuk serangan jantung ringan ? kira"" apa penyebabnya & bagaimana cara menanganinya? "
205,205,2365,aritmia,/komunitas/topic/tanya-39,"
 ,  ya jantung saya terasa bertabrakan atau tidak beraturan
tp cek tekanan darah normal
mohon solusi n
."
374,374,2179,gagal-jantung,/komunitas/topic/tenggorakan-selalu-berdahak,"mlam ,
saya seorang pria umur 26 th
saya selalu mengalami tenggorak terasa ingin berdahak terus....sudah hampir 1 thn saya mengalami seperti ini....
mohon dibantu .
trims"
517,517,791,gagal-jantung,/komunitas/topic/diabetas-kaki-jadi-bengkak,"malem ,  bapak saya sakit diabetes, trus kakinya jadi bengkak tapi ga ada luka, pas kemaren dirawat dirumah sakit,udah dirujuk ke  spesialis dalam tapi ka suruh ke  bedah pas udah ke bedah disuruh ke bedah syaraf, itu  , bengak dikakinya sudah hampir 3 minggu dan ga bisa jalan. 
"
562,562,797,hipertensi,/komunitas/topic/hipertensi-109,"hai ,  untuk , usia beliau 59th. barusan dicek tensi 160 dan keluhan saat ini dada sesak sudah 3hari ini tidak bisa tidur serta nafsu makan tidak ada sehingga lemas. mohon solusi apa penyebab dan bagaimana penaggulangannya...trims"
111,111,885,aritmia,/komunitas/topic/hasik-tes-ekg,", saya kemarin malam ke rs utk rekam jantung. hasilnya saya terkena sinus arrythmia. namun kelainan detaknya tdk byk. hanya sdkt sekali, sisanya normal. tp kmrn saya sdkt tegang, mungkin jd penyebab hsl tdk akurat jg. apakah itu penyakit yg berarti ?

saya sering baca, keluhan sinus aritmia ini, suka mengalami lelah berlebih, pusing, ingin pingsan, lemas, dada sesak, sulit bernapas. saya prnh merasakan itu semua, namun tdk 'berarti'. saya jg tdk sulit bernapas, dan dada saya sakit namun tdk sering, jarang2. tp tulang pundak (sdkt ke bawah) kiri saya kdg sakit. jika saya punya penyakit jantung, tp usia saya baru 17th dan tdk ada keluarga dg riwayat jantung.

banyak diagnosa yg saya terima dr beberapa rs.
1. saya maag akut, jd asam lambung saya berlebih dan menyebabkan sesak di dada dan sesak nafas, lemas dan ingin pingsan
2. saya sdkt kegemukan, jd detak jantung saya sdkt tdk normal

saya jg termasuk org yg punya rasa panik tinggi. bagaimana pencerahann? terimakasihn
"
425,425,392,gagal-jantung,/komunitas/topic/paru-paru-92,".    ya setiap saya lari atau jalan kaki terlalu jauh paru paru saya terasa sakit banget dulu saya pernah terkena penyakit paru paru kering apa ada hubungannya sama itu ?
"
354,354,2190,gagal-jantung,/komunitas/topic/apa-nama-pil-untuk-pereda-nyeri-gagal-jantung,". 2 tentang penyakit gagal jantung dong.saya kan lagi proses pembuatan sebuah fiksi tentang idol.
nah, jadi salah satu pemeran saya buat mengalami penyakit tersebut.  nama pil yang selalu di bawa-bawa orang yang gagal jantung, dan dia telan tanpa minum air, untuk mengurangi rasa sakitnya.saya sudah cari di google. ka sih lisinopril.
apa itu benar ?saya harap  berkenan menjawab.
terimakasih :)"
924,924,2436,serangan-jantung,/komunitas/topic/gejala-sakit-apa-pada-dada-seblah-kiri,"  , saya sering merasa tiba"" dada kiri saya kyk ke tusuk gitu tiba"" , kalau enggak kyk di remas gitu, sakit nya tiba"" hilang ga lama, itu kaeana apa  ? terus akhir"" dada saya gatal gitu terus batuk"" apalagi kalau suhu lagi dingin ? terimakasih  :)"
24,24,2338,aritmia,/komunitas/topic/jantung-59,", .

saya ingin , jantung saya sejak smp kadang2 ada pause/jeda (kurang lebih satu detik) dan saya biasanya batuk karena rasanya sesak. sewaktu sma saya rasakan bisa dua minggu sekali, tapi akhir-akhir ini biasanya sebulan atau dua bulan sekali (sekarang saya kuliah). kadang-kadang dada saya juga terasa sakit. kira-kira bagaimana ?

"
156,156,872,aritmia,/komunitas/topic/melahirkan-normal-untuk-ibu-yang-mengalami-gangguan-irama-jantung,", saya hamil dengan usia kehamilan 9bulan atau 36week, saya sempat  kepada  saya  saya sering merasa lemah dan sering deg2an. lalu saya melakukan rekam jantung, dan  bilang saya mengalami gangguan irama jantung. apa kah berbahaya jika saya memilih melahirkan secara normal ?
"
402,402,411,gagal-jantung,/komunitas/topic/gejala-kelainan-jantung," .  . akhir akhir ini saya sering merasa sesak dan lelah jika melakukan aktivitas fisik. misalnya saya berjalan lalu menaiki tangga, pasti setelahnya saya merasa sesak dan lelah. bahkan jika saya berkendara padahal tidak mengemudi rasanya sangat lelah. juga kadang saya merasakan sakit di dada kiri saya, area jantung. telapak tangan saya juga sering berkeringat tanpa sebab. itu bagaimana ? padahal dulu saya sering berjalan jauh puluhan kilometer, tapi tidak ada keluhan sama sekali. mohon jawabannya, terimakasih ð
"
405,405,353,gagal-jantung,/komunitas/topic/sesak-nafas-pada-penderita-jantungd8b524,"  ,  mengidap penyakit jantung membesar dan saat ini sedang dalam masa pengobatan. namun akhir - akhir ini  sering banget sesak nafas , dan juga kaki  bengkak . apa yg harus saya lakukan?
"
318,318,409,gagal-jantung,/komunitas/topic/lambung-185," saya ngerasa sakit perut udah lama , sakit nya tuh perut bagian atas pinggir bawah. jalan kaki sebenter juga udah ngerasa cape banget . tapi saya udah bulak balik rumah sakit udah usg organ tubuh saya baik baik aja . tapi ngerasa sakit mah tetep sakit  . itu saya harus gimna ?
"
683,683,899,hipertensi,/komunitas/topic/hipertensi-92,"asualikum,Â    selain mengkosumsi obat aceptosal 100 mg & amlodipine 5 mg, adakah cara lain untuk menurunkan tensi darah ?.hasil cek tensi darah semalam adalah 156/100, dan apakah dengan ukuran tensi darah segitu sudah sangat bahayaÂ untuk kesahatan saya.? terimakasih."
1179,1179,1160,stroke,/komunitas/topic/konsumsi-bee-pollen,", bapak sy penderita stroke dan pembengkakan prostat, apakah aman mengkonsumsi bee pollen? krn bpk sy konsumsi obat prostat avodart dan trombo aspilet apabila terjadi reaksi alergi akibat bee pollen apa yg harus dilakukan sbg penawarnya? apakah lsg dihentikan pemakaiannya atau bgm? tks sblmnya Ã°ÂÂÂ
"
1225,1225,1993,stroke,/komunitas/topic/sakit-tengkuk-dan-gemetar-tengkuk,",,,sy berumur 43th,10thn lalu sy menderita sakit leher berkepanjangan,sy bawa ke tdk dpt kesembuhan,akhirnya sy bawa kealternatif,7thm trakhr kaku leher hilang malah sakitnya pindah ketengkuk sampai kebelakang telinga dan gemetar kepala,gemetar kepala sangat mengganggu sy,sampai sy malu u/berhadapan dg orang,tlng gimana cara mengatasi penyakit sy ini ,trimakasih."
404,404,2214,gagal-jantung,/komunitas/topic/penyakit-jantung-6,"saya pernah mengalami pembengkakan pada kaki, kemudian menjalas ke atas hingga wajah saya.
pada waktu pembengkakan sampai di dada, saya tidak bisa tidur dan harus duduk jika sudah tidak bisa menahan rasa kantuk karena kalau tidak tidur dengan terduduk nafas saya seperti berhenti.
pada waktu mengalami pembengkakan saya kesulitan buang air kecil. sehingga cairan tubuh limbah pembakaran tidak bisa dikeluarkan.
saya berobat mulai dari  pribadi, rumah sakit, puskesmas bahkan pijat urat, tidak bisa sembuh.
akhirnya saya berobat ke rumah sakit garam kalianget dan ditangani oleh 2 masih muda, ka saya kena penyakit jantung dan detak jantung saya tidak teratur.
penyakit jantung apa itu?
saya sakit 3 tahun yll dan sekarang masih bisa bertahan hidup.
tolong dijelaskan!"
1290,1290,1007,stroke,/komunitas/topic/kenapa-kaki-bengkak-pada-penderita-stroke,"   .. sakit stroke ini sudah stroke yg kedua.. akhir2 ini kaki nya bengkak dan sekitar telapak kakinya kemerahan terus keluar cairan dari telapak kakinya.. apa penyebab nya?
"
368,368,2167,gagal-jantung,/komunitas/topic/penyempitan-jantung-dan-gangguan-irama-jantung-ii,gimana  dgn peran sy? skrg ayah sy dirawat di rs. maksud saya apakah obat yg dikonsumsi tidak bisa dikurangi? karna sy takut sakit makin sering justru kena konsumsi obat yg makin banyak. sementara sudah konsumsi obat tapi tidak ada perubahan justru sakit makin sering.
266,266,832,gagal-jantung,/komunitas/topic/apa-obat-sakit-jantung-yg-pakai-cincin-dua-dokter-2,".....
  saya, lagi..yaitu tentang jantung yg sudah pakai ring 2.  ..kalau jantung dah di pasang 2 ring..gimana cara penjagaan nya dan ketahanan nya,..
...."
929,929,2479,serangan-jantung,/komunitas/topic/serangan-jantung-10," ,  , orangtua saya mengalami nyeri dada langsung kebelakang ketika sedang ingin tidur jam 2 malam, terus jam 5 langsung ke rumah sakit setelah belum lama di rumah sakit orangtua saya mengalami serangan jantung, setelah mengalami masa serangan jantung dan ditolong oleh tor rumah sakit orang tua saya di rawat di ruang icu selama 5 hari, sekarang sudah pindah ke ruangan rawat inap, tetapi orang tua saya sering merasakan pening dan mual , apakah itu berdambak buruk untuk orang tua saya kedepann? tolong mintak infon,  ."
105,105,2320,aritmia,/komunitas/topic/pusing-mual-lemas-setelah-makan-apakah-tanda-penyakit-jantung,",  banyak . usia saya 29. saya tidak merokok. saya baru pulih dari tipes setelah sekitar 1 bulan. dari tipes yang saya alami saya terdiagnosa tbc jg dari hasil igra positif. pasca pengobatan tipes saya makan yang lunak2 dan lembut sesuai anjuran. kemudian beberapa hari ini saya mulai mencoba makan normal. tapi yang saya rasakan adalah pusing, sesak dan terkadang mual. walau hanya semangkok nasi bersama ayam steam hainan dan supnya. tapi saya berusaha habiskan karena berat sudah turun banyak pas tifoid. karena gejala pusing dan sesak nafas saya coba pergi ke  emergency di rumahsakit. karena hingga terasa ingin pingsan kalau berdiri, seperti mau roboh dan jantung di dada kiri terasa lemas..  hanya memberi obat lambung. memang jika ada gejala ini berangsur2 dapat pulih setelah 1jaman beristirahat di sofa atau ranjang.. tapi kalau berdiri masih lemas dikit. saya takut apakah saya jadi ada penyakit jantung seperti aritmia? ataukah gerd yang menyesakkan jantung? haruskah saya periksakan jantung saya? ataukah dampak pasca pemulihan tifoid? ataukah karena tbc? karena sesak nafas banget dan pusing. terkadang setelah makan gejala ini tidak terlalu parah tapi terkadang terjadi jg bahkan ketika hanya minum air 1-2gelas. sebelum terkena tifoid gejala ini masih terkendali dan hanya terjadi apabila sangat kekenyangan.
hasil darah saya normal kecuali leukosit yang turun karena pasca tifoid dan tensi juga normal.  banyak . terimakasih ."
955,955,2632,serangan-jantung,/komunitas/topic/sakit-dada-kiri-5," saya andri, 25thun. akhir akhir ini dada bagian kiri saya sring sakit trasa d tusuk, waktu ambil napas pun malah makin sakit, knpa y?"
1144,1144,1066,stroke,/komunitas/topic/tangan-kanan-sering-kesemutan-dan-lemas,", tangan kanan  sering merasa kesemutan dan lemas. anehnya rasa kesemutan itu muncul malah ketika tidak melakukan aktivitas berat dan akan hilang ketika dipakai bekerja. untuk menghilangkan rasa kesemutan itu biasanya  minum jamu dan obat di apotek tp rasa kesemutan itu akan muncul kembali. pdhl  bukan perokok dan pengkonsumsi alkohol.mohon pencerahann! terimakasih
"
1233,1233,1632,stroke,/komunitas/topic/selamat-sore-4,".mau tny kepala berat.tubuh gk seimbang.leher kayk mau lemas d satu sisi.anggota tubuh kok bs bunyi klik yg
tertentu.d 2tahun.gejala apa ?mulut pahit.gigi cenyat cenyut.bibir seperti miring.apakh ini ball pasy"
325,325,764,gagal-jantung,/komunitas/topic/apakah-pertolongan-yang-tepat-untuk-penderita-koma-diabetes,"permisi .
nenek saya mengalami komplikasi jantung dan diabetes. sudah 3 hari beliau tak sadarkan diri. tanpa ada asupan nutrisi sedikit pun. kami semua tak tega melihatnya. sedangkan menurut  nenek saya tinggal menunggu hari saja. dan jika pun di bawa ke rs juga tidak bisa sembarang memberi infus. karena untuk penderita diabet. tiap tetes infusnya harus dihitung. jika terlalu banyak akan mengalami pembengkakan jantung. dan jika terlalu sedikit. maka akan merusak organ lainnua. bagai mana  penjelasan nya mohon bantuan nya. apa yang harus kami lakukan?
"
164,164,495,aritmia,/komunitas/topic/sesak-nafas-646,", saya sering tibaÂ² sesak nafas, kaki dingin, pusing, gelisah, tpi tidak ada batuk. tapi waktu saya diperiksa ke , paruÂ² saya baik . gejala penyakit apa yah ini ?
"
625,625,980,hipertensi,/komunitas/topic/apa-obat-untuk-darah-tinggi-yang-dikarenakan-periodic-limb-movement-disorder,", saya berumur 21 thn. tanpa saya sadari dari kecil saya mengalamiÃ¢Â periodic limb movement disorder (pmld), saya tidak bisa tidur jika kaki saya tidak bergerak. setahun kemarin saya diberitahu  mempunyai tekanan darah tinggi, pernah sampai 160/90. anehnya tekanan darah tingginya susah untuk turun walaupun sudah rutin olahraga, jaga makanan, dan obat juga. saya sempat membaca artikel jika pmld dikaitkan dengan tekanan darah tinggi karena kelelahan tubuh, apakah benar ? lalu apa yang harus saya lakukan? agar tubuh saya normal dan tekanan darah saya normal kembali? terimakasih"
641,641,1387,hipertensi,/komunitas/topic/tentang-proses-recovery-pasien-stroke,   mengapa perlu dilakukan proses recovery pada pasien stroke? lalu faktor apa saja yang berhubungan dengan proses recovery tersebut? adakah indikator untuk menilai pasien tersebut sudah pulih dari stroke? 
525,525,917,hipertensi,/komunitas/topic/darah-tinggi-pada-remaja,"..
  sebelumnya umur saya 23thn berat badan 95kg tinggi 170

barusan saya tensi tekanan darah saya 160/100
kira2 apa yang harus saya lakukan ..
terimakasih"
28,28,460,aritmia,/komunitas/topic/berapa-lama-efek-kopi-membuat-palpitasi-jantung--,".  kondisi saya termasuk obes dengan imt > 30, kemarin sabtu sy minum kopi kemasan, saya dulu ada riwayat lambung. nah kemarin pada saat saya konsumsi kopi dipagi hari itu tidak terjadi apa2, tp kemudian siang hari dada sbelah kiri agak terasa nyeri, sesak dan jantung tiba2 palpitasi, dan sangat gugup dan berkeringat dingin lanjut muntah, stelah itu badan enakan, cuman sampai skrng 03/03/20 masih lemas dan detak jantungnya masih cepat (palpitasi),itu bagaimana ? mohon penjelasan dan sarannya
"
1279,1279,1709,stroke,/komunitas/topic/stroke-33," mau .
 sudah dua tahun terkena stroke. awal sebelum stroke ayah asam uratnya tinggi tp tidak cuman minum obat pereda asam urat aja. dulu waktu di st scan ad pembuluh darah yg pecah di otak sebelah kanan. tangan sendi di bahu lepas sehingga menghilangkan fungsi tangan dan kaki berjalan tidak begitu normal lagi. apakah ini akibat pembuluh darahnya masih belum sembuh.
danbelakangan ini waktu di tes darah.  kata  terkena gagal ginjal stadium 4. apa ada hubungannya gagal ginjal dengan penyakit stroke ayah. apa sih  cara agar tangan dan kaki  kembali normal. kalau bica sekarang sudah normal. strokenya sebelah kanan .
mohon  jawabannya. saya sudah prustasi sama penyakit ayah yg kunjung datang.
terimakasih banyak ."
1132,1132,1923,stroke,/komunitas/topic/stroke-atau-bukan,".
bbrp hr lalu  mngalami pembuluh darah di otak. sempat dirawat bbrp hari di rs, dan saat ini rwat jalan & kondisi membaik. ketika itu  mengatakan kalau letak pembuluh darah yg pecah/rembesan darahnya brada dibagian blakng otak dan tidak terkena bagian fungai otak yg pnting sehingga  jg tidak mngalami akibat seperti lumpuh sebagian tubuh, sulit bicara dll. hanya pusing saja. apakah kondisi ini disebut sebagai stroke juga atau bukan ya?krna gambaran stroke yg saya tahu sampai mnyebabkan lumpuh, masalah indera dll.terimakasih sblumnya."
1226,1226,1307,stroke,/komunitas/topic/habis-sembuh-dari-penyakit-asam-lambung-tiba-tiba-nggak-bisa-jalan,",,aku , penyebab kelumpuan tanpa sebab gejala penyaki apa ,,,,soalnya ibu ku baru baik dari sakit asam lambung ,,eeeh setelah beberapa minggu kemudian ibu ku udah nggak bisa berjalan , ka sih kalo mau berdiri kakinya sakit,,, yah ..mohon petunjuknya..trims 
"
479,479,789,gagal-jantung,/komunitas/topic/apalah-gejala-yang-timbul-menunjukkan-gagal-jantung-atau-paru2-basah,",  tentang kondisi adik saya, karena sampai sekarang  di tempat adik saya dirawat belum bisa mendiagnosa penyakit apa yang dia alami ? adakah kemungkinan gagal jantung atau penyakit paru-paru ? b

mohon dibantu , berikut gejala yg dialami adik saya
gejala dan perawatan yang yoga alami adalah sebagai berikut :
1. awalnya setiap berjalan, yoga selalu ngos-ngosan
2. lalu saat di bawa ke rs bagian penyakit dalam, dideteksi bahwa detak jantungnya cepat dan didiagnosa dia mengalami lemah jantung.
3. yoga dirujuk ke bagian  jantung dan diberi obat penguat jantung. lalu di rontgen. hasil rontgen dada menunjukkan paru-parunya tenggelam dan penuh air
4. yoga kemudian dirujuk lagi ke  paru-paru, diminta untuk rawat inap. kemudian  melakukan penyedotan air sebanyak 2-3 kali. air yang tersedit sebanyak 2 l
5. setelah melakukan penyedotan air, tangan kiri yoga melemas dan gak bisa digerakkan.  pun melakukan tes lab kepada yoga dan dinyatakan yoga kekurangan garam. tapi setelah dikasih asupan garam, sampai sekarang pun tangan kiri yoga masih lemas dan tangan kanannya gemeteran.
6. selang beberapa hari setelah penyedotan, tiba-tiba  bilang bahwa paru-paru kanan yoga masih ada sedikit air dan harus disedot lagi. stlh kembali menunggu beberapa hari  menganjurkan, penyedotan tidak perlu dilakukan lagi, hanya makan obat saja
7. sampai sekarang gejala yang dialami yoga adalah panas dingin. demamnya bisa mencapai 38-42 derajat saat malam, dan saat subuh dia akan menggigil kedinginan, kepala pusing dan keringat dingin.
8. ada suaru hari ketika demamnya sudah turun, dan yoga dibiarkan pulang, tapi malamnya, yoga tiba-tiba jatih pingsan dan langsung dibawa ke rs tarakan.
9. sampai sekarang yoga masih di rs tarakan dengan fasilitas yg terbatas dan masih menunggu perawatan lebih lanjut. gejala yang timbul masih panas dingin, sulit utk bergerak karena harus dibopong, tangan kiri lemas dan tangan kanan gemetaran.
"
