,Unnamed: 0,category,url,question
10,461,aritmia,/komunitas/topic/2-tahun-,"permisi . usia saya 27thn.1bulan yg lalu saya ekg diagnosa chronic iachaarnic heart disease,unspecified lalu  jantung menganjurkan saya untuk echo,dan tredmil lalu hasilnya bagus semua.tapi ada masalah di jantung saya seperti detaknya tersentak.dan saya di anjurkan periksa saraf dan sudah di ronsgen.saya jadi takut setiap jantung tersentak 1 hari bisa 5 sampai 10 x sudah 4 hari ini.apa saya mengalami penyakit jantung,tolong penjelasannya . banyak.
"
11,436,aritmia,/komunitas/topic/detak-jantung-skip-beat-atau-lebih-cepat-satu-detakan,"dua tahun yang lalu saya mengalami aritmia skipbeat setiap satu menitnya 2 s/d 5 detakan hilang, rasanya seperti nafas terhenti sekejap desir di dada cemas yang sangat. setelah itu berobat dan diberi obat pengencer darah dan pelebar pembuluh darah dan isdn. setahun berikutnya saya berganti  karena  saya bersekolah. saya di tes ekg, echo, dan treatmill hasilnya normal aritmia (pvc/pac) tidak nampak kemudian pengobatan dihentikan. saat ini saya masih merasakan skipbeat dan detak tambahan satu hari satu sampai dua kali terutama saat sujud sholat. setiap terjadi selalu membuat saya cemas. mohon advise dari  apa yang harus saya lakukan
"
12,2281,aritmia,/komunitas/topic/gangguan-ritme-jantung-dan-paru,"... mau   bulan kemarin 2 kali opname di rumah sakit... pas di riwayat penyakit saya jawab pernah berobat di bp4 ( paru) ... tapi pas dicek ternyata juga terkena gangguan ritme jantung.. ..
sudah 4 tahun  konsumsi obat2an.... sekarang malahan obat jantung juga...
kondisi  sekarang sering sesak, batuk dan juga sering keringetan..
mohon bimbingann... langkah terbaik dan tepat untuk  gimana... karena sampai saat ini kondisinya masih sama... oa harus pakai obat yang kualitasnya bagus atau gimana ?
terimakasih sebelumnya atas bimbingan dan nasehat "
13,2372,aritmia,/komunitas/topic/ini-kenapa-dok-2,", knp ya saya sering merasakan jantung berdetak kencang sampe denyutannya itu terasa pdhal tdk sakit, nyeri atau sesak nafas, cuma tiap kali detak rasanya itu lemas apalagi kalo habis melakukan aktifitas seperti angkat barang rasanya itu berdetak tak karuan dan kadang jg demam, kepala nyeri sebelah kiri itu knp  ? tolong solusi menstabilkan irama jantungnya gmna ?"
14,2340,aritmia,/komunitas/topic/apakah-aritima-bisa-sembuh-total,".
 dr taiwan
 tan, saya menderita aritima, detak jantung saya dibawah 50/menit . detak jantung saya rata"" 45/menit paling cepat 70/ menit dn saya sudah menderita aritima 2 thn. klu pas lagi lambat jantungnya. badan terasa tdk bertenaga, nafas sesak,susah tidur, saya sudah berobat dn menjalani pemeriksaan,  bilang saya hrs terus minum obat. peranya apakah aritima bisa sbuh total dgn minum obat. dan bahayakah aritima itu.
sekian dn terimakasih ats jawabanya"
15,875,aritmia,/komunitas/topic/di-dalam-tubuh-sebelah-kiri-kaya-ada-yang-bergerak," 3 hari kebelakang ini di dalam tubuh saya kaya ada yang gerak-gerak sendiri, kadang ada di dada sebelah kiri, kadang diperut sebelah kiri, pas tidur kerasa banget kaya ada yang gerak2, kalau pas beridiri ga kerasa, apa itu cacing atau apa?

terus sehabis olahraga kulit bibir saya mengelupas tapi berwarna hitam, bisa kan bibir mengelupas warna putih agak kemerahan?
"
16,2309,aritmia,/komunitas/topic/jantung-tiba2-berdetak-kuat-hanya-sesekali,", akhir2 ini saya memang terlalu kecapekan dan stress kerja. ditambah saya flu dan batuk 4hr ini. dan hampir 4hr jg terkadang jantung saya tb2 berdetak kencang walau hanya dlm 1 atau 2detik saja. sempat kolestrol saya 213 bulan lalu. apakah ada kelainan di jantung saya? atau saya harus bertindak apa ? terimakasih.."
17,2292,aritmia,/komunitas/topic/aritmia-pada-janin-31w,",saya osi 21 thn skrang lgi hamil anak pertama usia kandungan 31w, kemaren saya usg ternyata di jantung  terdapat masalah, detaknya normal tiba2 ad tempo dimana detak jantungnya melambat lagi,trus normal lagi trus lambat lagi,yg ingin saya , apakah aritmia pada janin bisa disembuhkan?
penyebab aritmia pada janin?
bahayakah aritmia pada janin?
sebelumnya saya tidak mempunyai keturunan aritmia, dan pada bulan ke 4 saya mengkonsumsi obat2 dri  dan obat tsb termasuk obat keras untuk mencegah mual n muntah.
mohon saran dan jawabann.
terimakasih."
18,2382,aritmia,/komunitas/topic/detak-jantung-5," , saya ingin mekan masalah detak jantung saya yang berubah menjadi lambat semenjak saya di rawat di salah satu klinik 2hari trahir ini , itu   ? efek nya jadi sesak  , lebih terasa apabila posisi tiduran sesaknya ."
19,448,aritmia,/komunitas/topic/jantung-sering-berdetak-mengejut-tiba2--apakah-normal--," saya merasakan jantung saya sering berdetak mengejut sekali2, apakah itu normal ? atau ada gejala penyakit jantung ?
"
20,443,aritmia,/komunitas/topic/detak-jantung-terasa-tidak-normal,",
nama saya abdul rozalil, saya 24th, 3 hari belakangan ini saya mengalami detak jantung yang kurang normal , terasa detak jantuk seperti melemah beberapa detik, lalu normal kembali dan gejalanya terjadi saat aktifitas, lalu beriringan dengan tubuh berasa lemas dan keringat dingin, tapi hanya beberapa saat dan normal kembali, setiap bangung tidur badan terasa sakit,
sejauh ini baru itu yang saya rasakan ,
apakah gejala diatas ciri ciri dari masalah jantung  ?
mohon penjelasannya yah , terimakasih,
 hangat
"
21,2390,aritmia,/komunitas/topic/penyakit-jantung-12,"pagi dr. mau ... minggu lalu sy merasakan jantung sy berdebar dengan ritme yg tidak teratur (sesak nafas) dan tangan kiri sy bergetar... menurut dr. ap penyakit sy?
trmh kasih"
22,439,aritmia,/komunitas/topic/aritmia710c48,",  !saya adalah orang dengan penyakit aritmia dan sedang mengonsumsi bisoprolol fumarate 5mg 1x1.terakhir saya cek denyut nadi saya 118 bpm ini lebih sedikit dari biasanya yang mencapai 140-170an bpm, akan tetapi sudah seminggu ini dada kiri saya terasa nyeri. apa yang harus saya lakukan  ?sementara keadaan mengahurskan dirumah saja ?
"
23,908,aritmia,/komunitas/topic/disritmia-2,",
 , kalau disritmia dengan aritmia itu sama atau tidak ya ? kalau berbeda letak perbedaannya dimana? terimakasih 😊
"
24,2338,aritmia,/komunitas/topic/jantung-59,", .

saya ingin , jantung saya sejak smp kadang2 ada pause/jeda (kurang lebih satu detik) dan saya biasanya batuk karena rasanya sesak. sewaktu sma saya rasakan bisa dua minggu sekali, tapi akhir-akhir ini biasanya sebulan atau dua bulan sekali (sekarang saya kuliah). kadang-kadang dada saya juga terasa sakit. kira-kira bagaimana ?

"
25,906,aritmia,/komunitas/topic/dada-terasa-ditekn-detak-jantung-tdk-beraturan-sesak-nafas-disertai-batuk," saya wanita berusia 24 tahu. sejak 5 tahun terakhr saya sering mengalami detak jantung yang tidak normal. mulanya detak jantung normal seperti biasa kemudian akan melambat berhenti beberapa detik lalu berdetak kembali dengan hentakan yg kencang disertai batuk dan sesak. jika sudah bgtu dada saya terasa ditekan dan nafas menjadi pendek hanya sebatas leher. menarik nafas panjangpun hanya dapat sedikit.kemudian terkadang saya menjadi pusing, perut terasa kembung, mual bahkan muntah. gejala yg saya alami ini semakin sering kambuh selama setahun ini. kira kira terdapat penyakit serius atau tidak ?
"
26,429,aritmia,/komunitas/topic/penyebab-irama-jantung-tidak-beraturan-pada-lansia,"umur nenek saya 84 th,dia punya dm tipe 2,neuropati dan ckd grade 2. pada saat istirahat tiba2 irama jantung nya tidak beraturan,penyebab nya apa ya?
"
27,480,aritmia,/komunitas/topic/detak-jantung-40,", . saya farhan, 17 tahun. sejak dua minggu yang lalu, detak jantung saya ada kalanya ga beraturan, . detak jantung normalnya kecil tapi agak cepat, kemudian ada suatu saat satu detak jantung hilang, dan muncul lagi dengan detakan yang lebih kerasa dari detakan sebelumnya. ketika sholat pun lebih sering terjadi gejala tersebut. gejalanya sudah dua minggu ga hilang-hilang, bahkan sesaat setelah bangun tidur, gejala tersebut kembali terasa. karena gejala itu, badan jadi gampang capek, bahkan saat ga lagi melakukan aktivitas berat. mohon penjelasannya, , dan apa perlu diperiksakan ke ? .
"
28,460,aritmia,/komunitas/topic/berapa-lama-efek-kopi-membuat-palpitasi-jantung--,".  kondisi saya termasuk obes dengan imt > 30, kemarin sabtu sy minum kopi kemasan, saya dulu ada riwayat lambung. nah kemarin pada saat saya konsumsi kopi dipagi hari itu tidak terjadi apa2, tp kemudian siang hari dada sbelah kiri agak terasa nyeri, sesak dan jantung tiba2 palpitasi, dan sangat gugup dan berkeringat dingin lanjut muntah, stelah itu badan enakan, cuman sampai skrng 03/03/20 masih lemas dan detak jantungnya masih cepat (palpitasi),itu bagaimana ? mohon penjelasan dan sarannya
"
29,2306,aritmia,/komunitas/topic/sakit-apa-y,saya pernah mengalami nyeri di dada kiri rasanya seperti kesetrum tp hanya sepersekian detik lalu nyerinya hilang.bila sy berbaring ke kiri terasa sakit dan denyut jantung begitu terasa.bila saya tekan pakai jari terasa sakitnya.saya juga sering mengalami kedutan d bagian dekat bahu atau lengan dibagian dada kiri.apakah ini ada kaitannya dgn penyakit jantung atau ada penyakit lainnya?.
30,2285,aritmia,/komunitas/topic/nyeri-bagian-dada-kiri-4,"saya wanita umur 23 tahun, sering mengalami nyeri seperti ditusuk jarum di bagian dada kiri, terus jantung saya selalu berdebar atau hentakannya kuat, sampai saya bisa melihat dada saya bergerak.
dan terkadang tiba tiba saya sakit perut lalu sakit sampai ke ulu hati. yang mau saya kan kira"" itu gejala apa  terus apakah saya harus segera cek ke ?"
31,897,aritmia,/komunitas/topic/detak-jantung-bayi-cepat,",, ganggu
 tanter,,saya punya adik perempuan usia nya masih 7 bulan, detak jantung adik saya ko cepat ? nafas nya kalau tidur juga cepat ,lebih cepat dari orang dewasa,,apa kecepatan detak jantung bayi dengan orang dewasa berbeda ?
mohon jawaban nya ter
tetimakasih
"
32,2333,aritmia,/komunitas/topic/obat-untuk-aritmia-lemahnya-detak-jantung,"   , obat paten untuk penyakit aritmia yang detak jantungnya lemah dan ga teratur .. dan apasaja makanan yg harus di perhatikan ,, trimakasih"
33,871,aritmia,/komunitas/topic/dada-berdetak-kencang,", jadi  punya keluhan sesak, dan beberapa hari yang lalu bunda saya saat tidur tiba-tiba terkejut karena rasanya kasurnya bergerak ""duk-duk"" dan saat mendekat ke  ternyata gerakan tersebut makin jelas dan berasal dari  yang sedang tidur, saat diraba dada bagian kiri ternyata detak jantungnya  normal namun suara nafas  masih seperti orang sesak tapi tidak parah, dan ketika diraba bagian dada agak kanan ternyata detakannya sangat keras tapi  tidurnya lelap dan malah tidak menyadari kalau dadanya berdetak hingga dapat membuat kasur begerak, apakah hal tersebut berbaha? dan apa yang menyebabkan dada bisa berdetak hingga membuat kasur bergerak? 
"
34,844,aritmia,/komunitas/topic/aritmia-jantung-5," smlm sy ke klinik, sy sesak napas rasanya oksigen dlm tubuh amat sedikit, napas pendek, udh antara hidup dan mati, kata nya sy mnderita aritmia jantung. nah itu gmn solusinya,soal ny sampai pagi ini sy masih sesak napas tp denyut jantung tidak brdebar lagi kyk smlm
"
35,2268,aritmia,/komunitas/topic/gejala-jantung-6,"izin bertan, waktu itu saya menjalani test tni dan ternyata saya gagal di tahap kesehatan dan di nyatakan bahwa saya memiliki gejala jantung. nah yang mau saya kan gejala jantung itu apa sebuah penyakit? atau hanya gejala saja. dan apa itu bisa disembuhkan?

padahal pola hidup saya teratur, dari mulai olahraga, pola hidup. terkadang saya tidur malam, tetapi tidak sering hanya sesekali dalam sebulan. apakah dari faktor itu penyebabnya?"
36,2255,aritmia,/komunitas/topic/aritma-jantung-3,", saya izin  kemarin saya melakukan mcu nah hasil ekg saya 107  apakah itu bahaya? hasil nomalnya berapa ? adakah kaitannya ekg dengan keracunan obat  ?"
37,2366,aritmia,/komunitas/topic/dada-berdebar," saya memiliki keluhan dada berdebar, dada berdebar yang saya alami biasanya datang ketika  tidur atau sedang tidur setelah diperiksa ke  kondisi jantung sehat, tapi belum di cek  lab.
mohon bantuannya"
38,878,aritmia,/komunitas/topic/mendeteksi-aritmia-dengan-ritme-jantung,"- bagaimana cara mendeteksi aritmia?
- bisakah mendeteksi aritmia dengan melihat ritme jantung?
- apakah sudah ada alat portable yang dapat mendeteksi aritmia? 
- bisakah mendeteksi aritmia menggunakan produk dalam bentuk smartwatch yang dapat memonitor ritme jantung, dll?
"
39,841,aritmia,/komunitas/topic/jantung-bergetar-seperti-getar-hp,"siang,  berumur 55 tahun. jantungnya seminggu ini sering bergetar mendadak seperti getaran hp.  tidak merasakan sakit tetapi hal tsb cukup mengganggu. penyebab nya apa ? dan bagaimana cara mengatasinya? terimakasih
"
40,2252,aritmia,/komunitas/topic/apakah-aritimia-dapat-menjadi-penyakit-turun-temurun,", saya penderita aritmia dan sudah melakukan pemasangan pacemaker semenjak tahun 2011 dan sampai saat ini masih melakukan pengobatan rawat jalan dan mengkonsumsi obat, apakah kerurunan saya nanti dapat terkena juga aritmia? apakaha saya akan mewarisi aritmia ke keturunan saya? "
41,425,aritmia,/komunitas/topic/detak-jantung32ef37,"saya berusia 19 tahun.. yaa setiap saya melakukan aktivitas olahraga saya merasakan detak jantung seperti berhenti sebentar dan badan seperti dialiri hawa dingin..ketika istirahat detak jantung terasa cepat dan lambat..sebelumnya saya sudah periksa ke beberapa  dan hasilnya semua normal..hanya saja saya belum sempat rekam jantung di rs
"
42,462,aritmia,/komunitas/topic/jantung-berdebar-debar-dan-sesak-napas,"   saya tadi malem dada saya terasa nyeri dan sesak napas dan juga detak jantung saya berdebar debar secara cepat lalu ketika saya  kepada   menyarankan saya untuk meminum obat digoxin dan setelah saya minum digoxin jantung saya berdebar debar terus  itu kira kira  yah saya baru pertama kali meminum obat digoxin??
"
43,2358,aritmia,/komunitas/topic/konsul-p-aritmia," doc.
nama saya alfadzry, umur saya 22thn,saya seorang mahasiswa smester akhir disalah satu universitas di bdg..
saya sering mengalami gejala aritmia..
saya sering membaca artikel ttg penyakit aritmia itu..yg saya rasakan pada dri saya..memang kondisi saya sperti itu..peran saya..apakah dengan berolahraga teratur penyakit aritmia akan sembuh total atw disertai denga penangana medis..
tp saya terlihat sehat dimata orang2..tp terkadang saya merasa ketidaknyamanan pada detak jantung ini..sering terlalu cepat atw lambat juga..terkadang pusing,hingga merasakan seperti mau pinksan..minta solusinya yah doc..mdah2an saya bisa sehat seperti org2 normal lainnya..
terimksih doc.."
44,433,aritmia,/komunitas/topic/lemah-jantungd0e8dd,"sya sering berkeringat dingin terutama dibagian telapak tangan n kaki. sya jg sering pingsan. sya jg sering merasakan sesak nafas n kalau jln nafas serasa ngos2n. sya pernah dkasih obat kendaron sama  jantung. apakah sya pny penyakit lemah jantung
"
45,472,aritmia,/komunitas/topic/detak-jantung-42," , detakan jantung saya tiba-tiba kuat dan terasa sangat menyakitkan, seperti ada sesuatu yang akan meledak dari tubuh saya.. memang semenjak tadi, saya merasakan sakit kepala.. mohon solusin.. 
"
46,2373,aritmia,/komunitas/topic/detak-jantung-yang-tidak-normal,",.
asmualaikum ,.
  belakangan ini detak jantung saya sering tidak normal sperti biasanya, dan agak sulit bernapas. tolong solusin, terimakasih"
47,867,aritmia,/komunitas/topic/negatif-ischemic-respon-dengan-ves,",
perkenalkan saya wanitausia 33 tahun 9 bulan, bulan kmren melakukan mcu dg treadmill. hasilnyanegatif ischemic respon dengan ves dan disarankan bertemu spesialis jantung, mohon penjelasan awal, karena saya penasaran dan memang belum bertemu  spesialis jantung
"
48,2402,aritmia,/komunitas/topic/jantung-berdebar-setiap-hari-saat-hamil," ..
  sejak masa kehamilan 4 bulan sampai sekarang sudah memasuki 5 bulan lebih, jantung saya hampir setiap hari berdebar cepat seperti orang gugup hampir tidak terhitung berapa kali dalam sehari..
tapi tidak ada sakit  cuma perasaannya sangat tidak nyaman dan dihantui ketakutan yang aneh2.
kalau tidak berdebar setiap saat jantung saya denyutnya melebihi dari biasa sebelum hamil...saya sungguh takut kalau terkena penyakit jantungmohon penjelasannter ..
.."
49,438,aritmia,/komunitas/topic/denyut-jantung-apakah-gejala-corona-,"   apakah denyut jantung yg tak beraturan termasuk salah satu gelaja corona?
"
50,2401,aritmia,/komunitas/topic/adenosin-2,adenosin itu termasuk jenis apa ? 
51,2270,aritmia,/komunitas/topic/sakit-apa-ini-33,",aku tasya. aku , akhir"" ini detak jantung aku berasa ga teratur dan itu bikin dada aku nyeri & sesak. kadang ngerasa suka berhenti tiba"" lalu normal lagi & itu aku rasain saat tidak melakukan aktifitas apapun. tapi saat aku lakukan nahan nafas, sesak pun berkurang selang bererapa detik detak jantung aku ubnormal lagi. apakah itu termasuk serangan jantung ringan ? kira"" apa penyebabnya & bagaimana cara menanganinya? "
52,883,aritmia,/komunitas/topic/irama-detak-jantung-yang-tidak-normal,"
saya sedang hamil sudah 8 minggu 5 hari. saya melakukan usg hari selasa,23 oktober. dalam hasil usg,  tersebut menjelaskan jika perkembangan kondisi janin saya secara menyeluruh bagus dan baik. akan tetapi ada 1 hal yang tidak wajar, yaitu pada saat didengarkan irama detak jantung janin nya ditiap berdetak 4x ada sedikit jeda, dan selalu begitu pola nya, 4x dug dug dug dug ada jeda/berhenti sebentar.  tersebut tidak bisa menjelaskan secara detail  hal ini bisa terjadi.mohon bantuan , beri penjelasan tentang hal ini, karna jujur ini membuat saya khawatir. apakah saya kekurangan vitamin, atau asam folat, atau gizi lainnya yang dibutuhkan untuk janin saya ? jika iya, mohon saran n, agar saya bisa lakukan hal yang lebih baik lagi untuk tumbuh kembang janin saya.  banyak  sebelumnya.
"
53,894,aritmia,/komunitas/topic/jantung-tiba-tiba-berdebar-disertai-pusing-dan-sulit-bernapas," warohmatullahi wabbarokatu.
, saya aan septi nurfadilah mahasiswa usia 19 tahun.
saya punya problem , jantung saya sering tiba-tiba berdebar-debar,terus disertai pusing dan susah bernapas . tapi itu cuman sebentar ,sekitar 4-5 menitan . itu sering terjadi sama saya akhir akhia ini . kira-kira itu  . mohon jawabannya.
terimakasih banyak .
w warohmatullahi wabbarokatu.
"
54,2420,aritmia,/komunitas/topic/jantung-5,apakah aritmia itu berbaha?
55,843,aritmia,/komunitas/topic/detak-jantung-penderita-dehidrasi,"apakah dehidrasi ringan, sedang dan berat memiliki detak jantung tertentu? atau hanya dehidrasi berat?
"
56,2395,aritmia,/komunitas/topic/apa-obat-untuk-aritmia-jantung,"  jantung sya sering berdebar debar, kadang sampe susah utk bernafas, sering pusing juga bahkan dlm 1 bulan sya smp 2x masuk rs....kalo sya lgi stres detak jantung saya berdebar sekali sampe tdk bisa tidur.....bagaimana sya bisa terbebas dari aritmia jantung "
57,2389,aritmia,/komunitas/topic/jantung-berdetak-tak-normal,", akhir tahun lalu saya terkena asam lambung, tp duadua bln belakangan iini uda jarang perih lambungnya, tp  jantung saya detaknya skrg kok jd ga biasa, uda 2bln ini saya sulit tdr jg krn kurang nyamsn dgn detak jantung saya, saya sakit apa y ?mohon dijwb, thk"
58,2282,aritmia,/komunitas/topic/gemetaran-otot-terasa-kaku-sering-kram-berdebar-debar-pengelihatan-kabur,"otot lengan saya terasa berat kaku , terasa berat,& kaku.. tlong bantuan penjelasan"
59,2256,aritmia,/komunitas/topic/mengapa-jantung-tetasa-berdetak-lebih-cepat-lalu-menjadi-susah-tidur,",  .. akhir akhir ini saya merasa jantung saya berdetak lebih cepat dan sepertinya denyut2 lainnya juga lebih cepat , lalu saya menjadi susah tidur.."
60,487,aritmia,/komunitas/topic/umur-24-tahun-masih-sakit-psikomatis,"!!!.mau nan.  di saat saya berdiri ketika mau duduk. denyut jantung saya terasa di leher.. dan rasanya macam orang kecapean habis kerja berat. tapi masalahn saya ngga ngapain ngapain. setiap saya dari jalan bila saya duduk tiba tiba detak jantung terasa di leher. dan rasa cape begitu. apa kah normal . atau dari efeck sakit gerd asam lambung. tolong di jawab 
"
61,2361,aritmia,/komunitas/topic/denyut-jantung-kencang-daerah-dada-dan-perut-ikut-bergetar,",  . sudah hampir sebulanan saya terkena anxiety disorder (panic attack) â & gerd.
diminggu ke 2 setelah gejala awal panic attack salahnya saya sempat mengkonsumsi alkohol dengan kadar 5% yg menyebabkan gerd saya kambuh.yg saya ingin kan, selang 1 hari setelah itu detak jantung saya menjadi kencang sampai membuat daerah perut dan dada bergetar mengikuti irama jantung.saya sudah stop merokok dan minum alkohol semenjak gerd saya kambuh sampai sekarang, saya â juga sudah mulai rutin berolahraga meski tidak olahraga berat. rata2 1-2 jam sehari seperti treadmill, berenang, bersepeda.sudah mau masuk minggu ke-3 tetapiâ denyut jantung saya masih tetap saja terasa kencang disertai sendawa yg cukup sering dan kepala terasa agak berat(kleyengan).ciri-ciri penyakit jantung selama ini belum saya rasakan seperti :- â sesak nafas
- rasa sakit didada
- pingsan/hilang kesadaran
- keringat dingin/berlebih
- berdebar-debar tanpa melakukan aktivitas
dan tidak ada riwayat jantung dari keluarga dan kedua orang tua.dan sebagai info tambahan obat yg saya konsumsi sampai habis yg pernah diberikan  :
- methycobalamin 500mg
- lanzoprazoledan saya juga pernah diberi : xanax 0.25mg, asam mefenamat dan dexamethasone namun ke 3 obat tersebut hanya saya gunakan 2 kali saja pada saat awal gejala panic attack/anxiety dan gerd, selebihnya tidak pernah saya gunakan lagi.apakah jantung berdebar kencang iniâ gejala putus alkohol? atau harus saya periksa kondisi jantung secara menyeluruh? karena detakan tersebut membuat saya kesulitan dan tidak tenang untuk tidur.mohon masukannya, trims"
62,2350,aritmia,/komunitas/topic/jantung-dan-bagian-perut-sakit, nan saya sering merasakan jantung saya itu lemahterkadang jantung saya itu berdetak kencang setelah itu pelan lalu kencang lagi tak karuan membuat saya lemah  itu penyakit apa ..?satu lagi  dibagian perut kiri dan kana sa sering merasakansakit yang teramat sakit tapi hanya sebentar  tapi penyakit itu sering kambuh itu saya terkena penyakit apa .?dada saya sesak juga  sering kambuh terkadang susah bernafas saya minta informasi dari  saya terkena penyakit apa aja  saya ingin tau dari  dulu baru saya cek pasti ke rumah sakit terdekat :)
63,2238,aritmia,/komunitas/topic/nafas-pendek-sehabis-jalan,", saya selalu merasa nafas pendek seerti orang kena asthma dan jantung berdegup kencang sehabis berjalan 500 hingga 1000 langkah. saya sudah cek ke dojter, tes lab dan sebagainya tetapi semua sehat, hanya ada asam lambung. kalau gaya hidup saya memang tidak pernah olahraga dan kerja kantoran. apakah itu berpengaruh? dan bagaimana cara terbaik untuk meningkatkan stamina?"
64,465,aritmia,/komunitas/topic/detak-jantung-cepatf08516,"asu alaikum .  dari  jantung detak nya ga normal, lambat terus seketika ke orang yang udah lari jauh detak jantung nya.. saya pengen tau   ,, sama resep obat nya apa  ,  sebelum dan sesudahny .saya tunggu jawaban n
"
65,455,aritmia,/komunitas/topic/deteksi-penyakit9eb741,",
saya, rowandhy saleh
  kemarin muka pucat pasih, merasa pusing, muntah-muntah dua kali, lalu sakit disekitaran dada bawah, sempat mencret, hari ini dia batuk-batuk berdahak dan keras dan sempat hangat dan kemarin malam mengigil, sekarang ini batuknya tidak berhenti, sebelumnya juga punya stroke, dan setelah diperiksa jantung irama jantung tidak ber aturan dan satu lagi beliau juga punya alergi sempat ditangani  paru, mohon bantuan 
"
