category,,Unnamed: 0,category,url,question
aritmia,461,461,aritmia,/komunitas/topic/2-tahun-,"Permisi dok.Dok usia saya 27thn.1bulan yg lalu saya EKg diagnosa chronic iachaarnic heart disease,unspecified Lalu dokter jantung menganjurkan saya untuk echo,dan tredmil lalu hasilnya bagus semua.Tapi ada masalah di jantung saya seperti detaknya tersentak.dan saya di anjurkan periksa saraf dan sudah di ronsgen.Saya jadi takut setiap jantung tersentak 1 hari bisa 5 sampai 10 x sudah 4 hari ini.Apa saya mengalami penyakit jantung,tolong penjelasannya ya dok.Terima kasih banyak.
"
aritmia,436,436,aritmia,/komunitas/topic/detak-jantung-skip-beat-atau-lebih-cepat-satu-detakan,"Dua tahun yang lalu saya mengalami aritmia skipbeat setiap satu menitnya 2 s/d 5 detakan hilang, rasanya seperti nafas terhenti sekejap desir di dada cemas yang sangat. Setelah itu berobat dan diberi obat pengencer darah dan pelebar pembuluh darah dan isdn. Setahun berikutnya saya berganti dokter karena dokter saya bersekolah. Saya di tes ekg, echo, dan treatmill hasilnya normal aritmia (pvc/pac) tidak nampak kemudian pengobatan dihentikan. Saat ini saya masih merasakan skipbeat dan detak tambahan satu hari satu sampai dua kali terutama saat sujud sholat. Setiap terjadi selalu membuat saya cemas. Mohon advise dari dokter apa yang harus saya lakukan
"
aritmia,2281,2281,aritmia,/komunitas/topic/gangguan-ritme-jantung-dan-paru,"Halo Dok... Mau nanya Ibu saya bulan kemarin 2 kali opname di Rumah Sakit... Pas ditanya riwayat penyakit saya jawab pernah Berobat di BP4 ( Paru) ... Tapi pas dicek ternyata juga terkena Gangguan ritme jantung.. ..
Sudah 4 tahun Ibu saya konsumsi obat2an.... Sekarang malahan obat jantung juga...
Kondisi Ibu saya sekarang sering sesak, batuk dan juga sering keringetan..
Mohon bimbingannya Dok... Langkah terbaik dan tepat untuk Ibu saya gimana... Karena sampai saat ini kondisinya masih sama... Oa harus pakai obat yang kualitasnya bagus atau gimana Dok?
Terimakasih sebelumnya atas bimbingan dan nasehat dokter"
aritmia,2372,2372,aritmia,/komunitas/topic/ini-kenapa-dok-2,"Dok, knp ya saya sering merasakan jantung berdetak kencang sampe denyutannya itu terasa pdhal tdk sakit, nyeri atau sesak nafas, cuma tiap kali detak rasanya itu lemas apalagi kalo habis melakukan aktifitas seperti angkat barang rasanya itu berdetak tak karuan dan kadang jg demam, kepala nyeri sebelah kiri itu knp ya dok ? Tolong solusi menstabilkan irama jantungnya gmna ?"
aritmia,2340,2340,aritmia,/komunitas/topic/apakah-aritima-bisa-sembuh-total,"Selamat malam dok.
Salam dr taiwan
Saya mau tanya dok, saya menderita aritima, detak jantung saya dibawah 50/menit . Detak jantung saya rata"" 45/menit paling cepat 70/ menit dn saya sudah menderita aritima 2 thn. Klu pas lagi lambat jantungnya. Badan terasa tdk bertenaga, nafas sesak,susah tidur, saya sudah berobat dn menjalani pemeriksaan, dokter bilang saya hrs terus minum obat. Pertanyaanya apakah aritima bisa sbuh total dgn minum obat. Dan bahayakah aritima itu.
Sekian dn terimakasih ats jawabanya"
aritmia,875,875,aritmia,/komunitas/topic/di-dalam-tubuh-sebelah-kiri-kaya-ada-yang-bergerak,"Dok 3 hari kebelakang ini di dalam tubuh saya kaya ada yang gerak-gerak sendiri, kadang ada di dada sebelah kiri, kadang diperut sebelah kiri, pas tidur kerasa banget kaya ada yang gerak2, kalau pas beridiri ga kerasa, apa itu cacing atau apa?

Terus sehabis olahraga kulit bibir saya mengelupas tapi berwarna hitam, bisa kan bibir mengelupas warna putih agak kemerahan?
"
aritmia,2309,2309,aritmia,/komunitas/topic/jantung-tiba2-berdetak-kuat-hanya-sesekali,"Dok, akhir2 ini saya memang terlalu kecapekan dan stress kerja. Ditambah saya flu dan batuk 4hr ini. Dan hampir 4hr jg terkadang jantung saya tb2 berdetak kencang walau hanya dlm 1 atau 2detik saja. Sempat kolestrol saya 213 bulan lalu. Apakah ada kelainan di jantung saya? Atau saya harus bertindak apa Dok? Terimakasih.."
aritmia,2292,2292,aritmia,/komunitas/topic/aritmia-pada-janin-31w,"Siang dok,saya osi 21 thn skrang lgi hamil anak pertama usia kandungan 31w, kemaren saya usg ternyata di jantung anak saya terdapat masalah, detaknya normal tiba2 ad tempo dimana detak jantungnya melambat lagi,trus normal lagi trus lambat lagi,yg ingin saya tanya, apakah aritmia pada janin bisa disembuhkan?
penyebab aritmia pada janin?
Bahayakah aritmia pada janin?
Sebelumnya saya tidak mempunyai keturunan aritmia, dan pada bulan ke 4 saya mengkonsumsi obat2 dri dokter dan obat tsb termasuk obat keras untuk mencegah mual n muntah.
Mohon saran dan jawabannya dok.
Terimakasih."
aritmia,2382,2382,aritmia,/komunitas/topic/detak-jantung-5,"Malam dok , saya ingin menanyakan masalah detak jantung saya yang berubah menjadi lambat semenjak saya di rawat di salah satu klinik 2hari trahir ini , itu kenapa ya dok ? Efek nya jadi sesak dok , lebih terasa apabila posisi tiduran sesaknya ."
aritmia,448,448,aritmia,/komunitas/topic/jantung-sering-berdetak-mengejut-tiba2--apakah-normal--,"Dok saya merasakan jantung saya sering berdetak mengejut sekali2, apakah itu normal ? Atau ada gejala penyakit jantung ?
"
aritmia,443,443,aritmia,/komunitas/topic/detak-jantung-terasa-tidak-normal,"Halo Dok,
Nama Saya Abdul Rozalil, saya 24th, 3 hari belakangan ini saya mengalami detak jantung yang kurang normal dok, terasa detak jantuk seperti melemah beberapa detik, lalu normal kembali dan gejalanya terjadi saat aktifitas, lalu beriringan dengan tubuh berasa lemas dan keringat dingin, tapi hanya beberapa saat dan normal kembali, setiap bangung tidur badan terasa sakit,
sejauh ini baru itu yang saya rasakan dok,
apakah gejala diatas ciri ciri dari masalah jantung dok ?
mohon penjelasannya yah dok, terimakasih,
salam hangat
"
aritmia,2390,2390,aritmia,/komunitas/topic/penyakit-jantung-12,"Pagi dr. Mau nanya... minggu lalu sy merasakan jantung sy berdebar dengan ritme yg tidak teratur (sesak nafas) dan tangan kiri sy bergetar... menurut dr. Ap penyakit sy?
Trmh kasih"
aritmia,439,439,aritmia,/komunitas/topic/aritmia710c48,"Hallo, Dok !Saya adalah orang dengan penyakit aritmia dan sedang mengonsumsi Bisoprolol Fumarate 5mg 1x1.terakhir saya cek denyut nadi saya 118 bpm ini lebih sedikit dari biasanya yang mencapai 140-170an bpm, akan tetapi sudah seminggu ini dada kiri saya terasa nyeri. apa yang harus saya lakukan Dok ?sementara keadaan mengahurskan dirumah saja ?
"
aritmia,908,908,aritmia,/komunitas/topic/disritmia-2,"Halo dokter,
Saya mau bertanya, kalau disritmia dengan Aritmia itu sama atau tidak ya ? Kalau berbeda letak perbedaannya dimana? Terimakasih 😊
"
aritmia,2338,2338,aritmia,/komunitas/topic/jantung-59,"Selamat sore, dok.

Saya ingin tanya, jantung saya sejak SMP kadang2 ada pause/jeda (kurang lebih satu detik) dan saya biasanya batuk karena rasanya sesak. Sewaktu SMA saya rasakan bisa dua minggu sekali, tapi akhir-akhir ini biasanya sebulan atau dua bulan sekali (sekarang saya kuliah). Kadang-kadang dada saya juga terasa sakit. Kira-kira bagaimana ya dok?

Terima kasih"
aritmia,906,906,aritmia,/komunitas/topic/dada-terasa-ditekn-detak-jantung-tdk-beraturan-sesak-nafas-disertai-batuk,"Dok saya wanita berusia 24 tahu. Sejak 5 tahun terakhr saya sering mengalami detak jantung yang tidak normal. Mulanya detak jantung normal seperti biasa kemudian akan melambat berhenti beberapa detik lalu berdetak kembali dengan hentakan yg kencang disertai batuk dan sesak. Jika sudah bgtu dada saya terasa ditekan dan nafas menjadi pendek hanya sebatas leher. Menarik nafas panjangpun hanya dapat sedikit.kemudian terkadang saya menjadi pusing, perut terasa kembung, mual bahkan muntah. Gejala yg saya alami ini semakin sering kambuh selama setahun ini. Kira kira terdapat penyakit serius atau tidak ya dok?
"
aritmia,429,429,aritmia,/komunitas/topic/penyebab-irama-jantung-tidak-beraturan-pada-lansia,"umur nenek saya 84 th,dia punya DM tipe 2,neuropati dan CKD grade 2. Pada saat istirahat tiba2 irama jantung nya tidak beraturan,penyebab nya apa ya?
"
aritmia,480,480,aritmia,/komunitas/topic/detak-jantung-40,"Halo, Dok. Saya Farhan, 17 tahun. Sejak dua minggu yang lalu, detak jantung Saya ada kalanya ga beraturan, Dok. Detak jantung normalnya kecil tapi agak cepat, kemudian ada suatu saat satu detak jantung hilang, dan muncul lagi dengan detakan yang lebih kerasa dari detakan sebelumnya. Ketika sholat pun lebih sering terjadi gejala tersebut. Gejalanya sudah dua minggu ga hilang-hilang, bahkan sesaat setelah bangun tidur, gejala tersebut kembali terasa. Karena gejala itu, badan jadi gampang capek, bahkan saat ga lagi melakukan aktivitas berat. Mohon penjelasannya, Dok, dan apa perlu diperiksakan ke dokter? Terima kasih.
"
aritmia,460,460,aritmia,/komunitas/topic/berapa-lama-efek-kopi-membuat-palpitasi-jantung--,"Halo dok. Maaf saya ingin bertanyaKondisi saya termasuk obes dengan imt > 30, kemarin sabtu sy minum kopi kemasan, saya dulu ada riwayat lambung. Nah kemarin pada saat saya konsumsi kopi dipagi hari itu tidak terjadi apa2, tp kemudian siang hari dada sbelah kiri agak terasa nyeri, sesak dan jantung tiba2 palpitasi, dan sangat gugup dan berkeringat dingin lanjut muntah, stelah itu badan enakan, cuman sampai skrng 03/03/20 masih lemas dan detak jantungnya masih cepat (palpitasi),itu bagaimana ya dok? Mohon penjelasan dan sarannya
"
aritmia,2306,2306,aritmia,/komunitas/topic/sakit-apa-y,Saya pernah mengalami nyeri di dada kiri rasanya seperti kesetrum tp hanya sepersekian detik lalu nyerinya hilang.bila sy berbaring ke kiri terasa sakit dan denyut jantung begitu terasa.bila saya tekan pakai jari terasa sakitnya.saya juga sering mengalami kedutan d bagian dekat bahu atau lengan dibagian dada kiri.apakah ini ada kaitannya dgn penyakit jantung atau ada penyakit lainnya?terima kasih.
aritmia,2285,2285,aritmia,/komunitas/topic/nyeri-bagian-dada-kiri-4,"Saya wanita umur 23 tahun, sering mengalami nyeri seperti ditusuk jarum di bagian dada kiri, terus jantung saya selalu berdebar atau hentakannya kuat, sampai saya bisa melihat dada saya bergerak.
Dan terkadang tiba tiba saya sakit perut lalu sakit sampai ke ulu hati. Yang mau saya tanyakan kira"" itu gejala apa dok terus apakah saya harus segera cek ke dokter?"
aritmia,897,897,aritmia,/komunitas/topic/detak-jantung-bayi-cepat,"Halo Dokter,selamat malam,maaf ganggu
Saya mau tanya Dokter,,saya punya adik perempuan usia nya masih 7 bulan,kenapa detak jantung adik saya ko cepat ya Dok? nafas nya kalau tidur juga cepat Dok,lebih cepat dari orang dewasa,,Apa kecepatan detak jantung bayi dengan orang dewasa berbeda Dokter?
Mohon jawaban nya ya Dokter
Tetimakasih
"
aritmia,2333,2333,aritmia,/komunitas/topic/obat-untuk-aritmia-lemahnya-detak-jantung,"dok saya mau tanya , obat paten untuk penyakit aritmia yang detak jantungnya lemah dan ga teratur .. dan apasaja makanan yg harus di perhatikan ,, trimakasih"
aritmia,871,871,aritmia,/komunitas/topic/dada-berdetak-kencang,"Dok, jadi ayah saya punya keluhan sesak, dan beberapa hari yang lalu bunda saya saat tidur tiba-tiba terkejut karena rasanya kasurnya bergerak ""duk-duk"" dan saat mendekat ke ayah saya ternyata gerakan tersebut makin jelas dan berasal dari ayah saya yang sedang tidur, saat diraba dada bagian kiri ternyata detak jantungnya ayah saya normal namun suara nafas ayah saya masih seperti orang sesak tapi tidak parah, dan ketika diraba bagian dada agak kanan ternyata detakannya sangat keras tapi ayah saya tidurnya lelap dan malah tidak menyadari kalau dadanya berdetak hingga dapat membuat kasur begerak, apakah hal tersebut berbahaya dok? dan apa yang menyebabkan dada bisa berdetak hingga membuat kasur bergerak? terima kasih
"
aritmia,844,844,aritmia,/komunitas/topic/aritmia-jantung-5,"dok smlm sy ke klinik, sy sesak napas rasanya oksigen dlm tubuh amat sedikit, napas pendek, udh antara hidup dan mati, kata dokternya sy mnderita aritmia jantung. Nah itu gmn solusinya,soal ny sampai pagi ini sy masih sesak napas tp denyut jantung tidak brdebar lagi kyk smlm
"
aritmia,2268,2268,aritmia,/komunitas/topic/gejala-jantung-6,"Izin bertanya dok, waktu itu saya menjalani test tni dan ternyata saya gagal di tahap kesehatan dan di nyatakan bahwa saya memiliki gejala jantung. Nah yang mau saya tanyakan gejala jantung itu apa sebuah penyakit? Atau hanya gejala saja. Dan apa itu bisa disembuhkan?

Padahal pola hidup saya teratur, dari mulai olahraga, pola hidup. Terkadang saya tidur malam, tetapi tidak sering hanya sesekali dalam sebulan. Apakah dari faktor itu penyebabnya?"
aritmia,2255,2255,aritmia,/komunitas/topic/aritma-jantung-3,"Selamat pagi dok, saya izin bertanya kemarin saya melakukan mcu nah hasil ekg saya 107 dok apakah itu bahaya? Hasil nomalnya berapa ya dok? Adakah kaitannya ekg dengan keracunan obat dok ?"
aritmia,2366,2366,aritmia,/komunitas/topic/dada-berdebar,"Dok saya memiliki keluhan dada berdebar, dada berdebar yang saya alami biasanya datang ketika saya mau tidur atau sedang tidur setelah diperiksa ke dokter kondisi jantung sehat, tapi belum di cek dok lab.
Mohon bantuannya"
aritmia,878,878,aritmia,/komunitas/topic/mendeteksi-aritmia-dengan-ritme-jantung,"- Bagaimana cara mendeteksi aritmia?
- Bisakah mendeteksi aritmia dengan melihat ritme jantung?
- Apakah sudah ada alat portable yang dapat mendeteksi aritmia? 
- Bisakah mendeteksi aritmia menggunakan produk dalam bentuk smartwatch yang dapat memonitor ritme jantung, dll?
"
aritmia,841,841,aritmia,/komunitas/topic/jantung-bergetar-seperti-getar-hp,"Siang, ayah saya berumur 55 tahun. Jantungnya seminggu ini sering bergetar mendadak seperti getaran HP. Ayah saya tidak merasakan sakit tetapi hal tsb cukup mengganggu. Penyebab nya apa ya dok? Dan bagaimana cara mengatasinya? Terimakasih
"
aritmia,2252,2252,aritmia,/komunitas/topic/apakah-aritimia-dapat-menjadi-penyakit-turun-temurun,"Hallo, saya penderita aritmia dan sudah melakukan pemasangan pacemaker semenjak tahun 2011 dan sampai saat ini masih melakukan pengobatan rawat jalan dan mengkonsumsi obat, apakah kerurunan saya nanti dapat terkena juga aritmia? Apakaha saya akan mewarisi aritmia ke keturunan saya? Terima kasih"
aritmia,425,425,aritmia,/komunitas/topic/detak-jantung32ef37,"Saya berusia 19 tahun..kenapa yaa setiap saya melakukan aktivitas olahraga saya merasakan detak jantung seperti berhenti sebentar dan badan seperti dialiri hawa dingin..ketika istirahat detak jantung terasa cepat dan lambat..sebelumnya saya sudah periksa ke beberapa dokter dan hasilnya semua Normal..hanya saja saya belum sempat rekam jantung di RS
"
aritmia,462,462,aritmia,/komunitas/topic/jantung-berdebar-debar-dan-sesak-napas,"Dok saya mau nanya saya tadi malem dada saya terasa nyeri dan sesak napas dan juga detak jantung saya berdebar debar secara cepat lalu ketika saya bertanya kepada ibu saya ibu saya menyarankan saya untuk meminum obat digoxin dan setelah saya minum digoxin jantung saya berdebar debar terus dok itu kira kira kenapa yah saya baru pertama kali meminum obat digoxin??
"
aritmia,2358,2358,aritmia,/komunitas/topic/konsul-p-aritmia,"Selamat siang doc.
Nama saya alfadzry, umur saya 22thn,saya seorang mahasiswa smester akhir disalah satu universitas di bdg..
Saya sering mengalami gejala aritmia..
Saya sering membaca artikel ttg penyakit aritmia itu..yg saya rasakan pada dri saya..memang kondisi saya sperti itu..pertanyaan saya..apakah dengan berolahraga teratur penyakit aritmia akan sembuh total atw disertai denga penangana medis..
Tp saya terlihat sehat dimata orang2..tp terkadang saya merasa ketidaknyamanan pada detak jantung ini..sering terlalu cepat atw lambat juga..terkadang pusing,hingga merasakan seperti mau pinksan..minta solusinya yah doc..mdah2an saya bisa sehat seperti org2 normal lainnya..
Terimksih doc.."
aritmia,433,433,aritmia,/komunitas/topic/lemah-jantungd0e8dd,"sya sering berkeringat dingin terutama dibagian telapak tangan n kaki. sya jg sering pingsan. sya jg sering merasakan sesak nafas n kalau jln nafas serasa ngos2n. sya pernah dkasih obat kendaron sama dokter jantung. Apakah sya pny penyakit lemah jantung
"
aritmia,472,472,aritmia,/komunitas/topic/detak-jantung-42,"Maaf Dok, detakan jantung saya tiba-tiba kuat dan terasa sangat menyakitkan, seperti ada sesuatu yang akan meledak dari tubuh saya.. Memang semenjak tadi, saya merasakan sakit kepala.. Mohon solusinya dok.. Terima kasih
"
aritmia,2373,2373,aritmia,/komunitas/topic/detak-jantung-yang-tidak-normal,"Hallo,.
Assalammualaikum dokter,.
Saya mau tanya belakangan ini detak jantung saya sering tidak normal sperti biasanya, Dan agak sulit bernapas. Tolong solusinya dok, terimakasih"
aritmia,867,867,aritmia,/komunitas/topic/negatif-ischemic-respon-dengan-ves,"HALO DOK,
perkenalkan saya wanitausia 33 tahun 9 bulan, bulan kmren melakukan MCU dg Treadmill. hasilnyaNEGATIF ISCHEMIC RESPON DENGAN VES dan disarankan bertemu spesialis jantung, mohon penjelasan awal, karena saya penasaran dan memang belum bertemu dokter spesialis jantung
"
aritmia,2402,2402,aritmia,/komunitas/topic/jantung-berdebar-setiap-hari-saat-hamil,"salam sehat dok..
saya mau tanya sejak masa kehamilan 4 bulan sampai sekarang sudah memasuki 5 bulan lebih, jantung saya hampir setiap hari berdebar cepat seperti orang gugup hampir tidak terhitung berapa kali dalam sehari..
tapi tidak ada sakit dok cuma perasaannya sangat tidak nyaman dan dihantui ketakutan yang aneh2.
kalau tidak berdebar setiap saat jantung saya denyutnya melebihi dari biasa sebelum hamil...saya sungguh takut kalau terkena penyakit jantungmohon penjelasannya dokter ..
terima kasih.."
aritmia,438,438,aritmia,/komunitas/topic/denyut-jantung-apakah-gejala-corona-,"Dok saya mau tanya apakah denyut jantung yg tak beraturan termasuk salah satu gelaja corona?
"
aritmia,2401,2401,aritmia,/komunitas/topic/adenosin-2,adenosin itu termasuk jenis apa dok? 
aritmia,2270,2270,aritmia,/komunitas/topic/sakit-apa-ini-33,"Pagi dok,aku tasya. Aku mau tanya, akhir"" ini detak jantung aku berasa ga teratur dan itu bikin dada aku nyeri & sesak. Kadang ngerasa suka berhenti tiba"" lalu normal lagi & itu aku rasain saat tidak melakukan aktifitas apapun. Tapi saat aku lakukan nahan nafas, sesak pun berkurang selang bererapa detik detak jantung aku ubnormal lagi. Apakah itu termasuk serangan jantung ringan dok? Kira"" apa penyebabnya & bagaimana cara menanganinya? Terima kasih"
aritmia,883,883,aritmia,/komunitas/topic/irama-detak-jantung-yang-tidak-normal,"Selamat Pagi Dok
Saya sedang hamil sudah 8 minggu 5 hari. Saya melakukan USG hari selasa,23 oktober. Dalam hasil USG, dokter tersebut menjelaskan jika perkembangan kondisi janin saya secara menyeluruh bagus dan baik. Akan tetapi ada 1 hal yang tidak wajar, yaitu pada saat didengarkan irama detak jantung janin nya ditiap berdetak 4x ada sedikit jeda, dan selalu begitu pola nya, 4x dug dug dug dug ada jeda/berhenti sebentar. Dokter tersebut tidak bisa menjelaskan secara detail kenapa hal ini bisa terjadi.Mohon bantuan Dok, beri penjelasan tentang hal ini, karna jujur ini membuat saya khawatir. Apakah saya kekurangan vitamin, atau asam folat, atau gizi lainnya yang dibutuhkan untuk janin saya ? Jika iya, Mohon saran nya Dok, agar saya bisa lakukan hal yang lebih baik lagi untuk tumbuh kembang janin saya. Terima kasih banyak dok sebelumnya.
"
aritmia,894,894,aritmia,/komunitas/topic/jantung-tiba-tiba-berdebar-disertai-pusing-dan-sulit-bernapas,"Assalamualaikum Warohmatullahi Wabbarokatu.
Dok, saya Aan septi nurfadilah mahasiswa usia 19 tahun.
Saya punya problem dok, jantung saya sering tiba-tiba berdebar-debar,terus disertai pusing dan susah bernapas dok. Tapi itu cuman sebentar dok,sekitar 4-5 menitan dok. Itu sering terjadi sama saya akhir akhia ini dok. Kira-kira itu kenapa ya dok. Mohon jawabannya.
Terimakasih banyak dokter.
Wassalamualaikum Warohmatullahi Wabbarokatu.
"
aritmia,2420,2420,aritmia,/komunitas/topic/jantung-5,apakah aritmia itu berbahaya dok?
aritmia,843,843,aritmia,/komunitas/topic/detak-jantung-penderita-dehidrasi,"Apakah Dehidrasi Ringan, Sedang dan Berat memiliki detak jantung tertentu? Atau hanya Dehidrasi Berat?
"
aritmia,2395,2395,aritmia,/komunitas/topic/apa-obat-untuk-aritmia-jantung,"dok kenapa jantung sya sering berdebar debar, kadang sampe susah utk bernafas, sering pusing juga bahkan dlm 1 bulan sya smp 2x masuk RS....kalo sya lgi stres detak jantung saya berdebar sekali sampe tdk bisa tidur.....bagaimana sya bisa terbebas dari ARITMIA jantung dok"
aritmia,2389,2389,aritmia,/komunitas/topic/jantung-berdetak-tak-normal,"Dok, akhir tahun lalu saya terkena asam lambung, tp duadua bln belakangan iini uda jarang perih lambungnya, tp kenapa jantung saya detaknya skrg kok jd ga biasa, uda 2bln ini saya sulit tdr jg krn kurang nyamsn dgn detak jantung saya, saya sakit apa y dok?mohon dijwb, thk"
aritmia,2282,2282,aritmia,/komunitas/topic/gemetaran-otot-terasa-kaku-sering-kram-berdebar-debar-pengelihatan-kabur,"Otot lengan saya terasa berat kaku dok, terasa berat,& kaku.. Tlong bantuan penjelasan"
aritmia,2256,2256,aritmia,/komunitas/topic/mengapa-jantung-tetasa-berdetak-lebih-cepat-lalu-menjadi-susah-tidur,"Halo dok, saya mau tanya.. akhir akhir ini saya merasa jantung saya berdetak lebih cepat dan sepertinya denyut2 lainnya juga lebih cepat dok, lalu saya menjadi susah tidur.."
aritmia,487,487,aritmia,/komunitas/topic/umur-24-tahun-masih-sakit-psikomatis,"Malam dok!!!.Mau nanya dok. Kenapa di saat saya berdiri ketika mau duduk. Denyut jantung saya terasa di leher.. dan rasanya macam orang kecapean habis kerja berat. Tapi masalahnya dok saya ngga ngapain ngapain. Setiap saya dari jalan bila saya duduk tiba tiba detak jantung terasa di leher. Dan rasa cape begitu. Apa kah normal ya dok. Atau dari efeck sakit gerd asam lambung. Tolong di jawab dok
"
