,category,url,question
21,penyakit-jantung-bawaan,/komunitas/topic/kuku-berwarna-hitam-pada-bayi-baru-lahir,"Selamat pagi, alodokter.Anak saya baru berusia 7hari, tetapi kuku bagian bawah berwarna hitam dan sebagian kuku nya menjadi abu""(lebih gelap dari bagian atas).Kira""kenapa ya, dok? Normalkah bayi baru lahir kuku nya berwarna gelap?Terimakasih
"
22,penyakit-jantung-bawaan,/komunitas/topic/apakah-pjb-bisa-diatasi-selain-tindakan-operasi,"Dok, saya pasien PJB, selama ini saya tidak mengalami gangguan seperti kelelahan atau merasa sesak di dada. Waktu saya sakit biasa dan cek, dokter di RS menyarankan saya untuk langsung mengambil tindakan operasi agar menutup katup jantung yang bocor. Saya punya teman yang mirip seperti saya, dia melakukan operasi dan pasca operasi dia malah sering terlihat lelah dan selalu membutuhkan obat agar jantungnya tidak terasa nyeri. Saya takut kalau nanti pasca operasi jadi merasa gampang lelah dan takut kemungkinan keberhasilan mengingat operasi seperti itu dilakukan pada usia anak-anak, sedangkan saya sudah berusia 24th, jadi takut tingkat keberhasilannya. Apa memang tidak ada jalan lain selain operasi atau saya bisa meminum obat saja? Karena saya tidak merasa itu membebani saya, hanya terkadang sakit biasa seperti orang normal. Saya mohon jawabannya, karena saya ragu untuk melakukan operasi jantung, takut pasca operasi nanti tidak bisa melakukan aktivitas seperti biasa, lebih takut lagi tingkat keberhasilannya, bukan meragukan tim dokter, tapi hanya takut..
"
23,penyakit-jantung-bawaan,/komunitas/topic/gimana-cara-memberikan-semangat,"Dok saya mao curhat, saya sih berharap untuk balasan. Jadi gini dok, saya punya temen dia menderita sakit jantung dari bawaan lahir, untuk keturunan tidak ada. Nah dia selalu khawatir akan Medical chek up/ mcu pada tes pekerjaan. Nah pertanyaan saya, gimana cara nya dia percaya diri agar tidak pesimis atau agar mulai mencoba terlebih dahulu dok? Terima kasih dokter, saya cita' jadi dokter tapi mungkin jalan saya bukam di dokter. Sekarang saya kelas 12 smk.
"
24,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-bawaan-13,"pgi dok, saya mau bertanya dok bagaaimana cara menyembuhkan atau mengurangi penyakit jantung bawaan dok, terima kasih dok
"
25,penyakit-jantung-bawaan,/komunitas/topic/bibir-menghitam-9,"saya mempunyai anak perempuan umur 3thn 6blnsudh hampir 2minggu ini,bibirnya.tiba tiba menghitamkenapa.ya dok,dan.skrng anak.saya seddang demam
"
26,penyakit-jantung-bawaan,/komunitas/topic/bayi-menangis-tidak-bisa-bernafas,"Selamat malam dok, maaf saya mau bertanya tentang anak saya yang jika sedang menangis berlebihan dia suka susah bernafas, mungkin memang kalau sedang mengeluarkan suara juga tidak bisa di barengi dengan ambil nafas, tapi saya juga melihat seperti rasa panik pada anak saya karena mau bernafas tidak bisa...bagaimana mengatasi hal tersebut dok? Anak saya berusia 13 bulan Terimakasih
"
27,penyakit-jantung-bawaan,/komunitas/topic/apakah-anak-saya-bisa-sembuh-tanpa-di-oprasi-dok,"selamat pagi dok.anak saya masih bayi umur 2 bulan dan kata dokter anak saya terkena penyakit jantung bawaan/katup jantungnya bocor..dan di sarankan untuk di bawa kejakarta dan katanya harus di oprasi tapi karna saya terbatas nya biaya saya belum sempat kejakarta..apakah anak saya bisa di sembuh kan dengan cara selain di oprasi dok?
"
28,penyakit-jantung-bawaan,/komunitas/topic/anak-saya-10bulan-divonis-bocor-jantung,"Dok saya mau bertanya, sebelumnya saat dikandungan smpai usia 9 bulan setiap cek dokter atau usg semasa dalam kndungan tidak pertna terdeteksi bahwa anak saya bocor jantung, tiba2 usia 10 bulan anak saya sakit panas dan harus diopname ketika itu dokter mndengar suara jantung anak saya ada klainan dan dokter blg anak saya jntungnya bocor saya sngat kaget dok, saya heran apakah dari usg ketika di dlam janin dan sblm usia 10 bulan bocor jntungnya blm bsa di deteksi dan tidak terdengar klo jntungnya bocor ? Kenapa bsa begitu ya dok? Kenapa baru 10bulan terdengar di stetoskop bahwa jntung anak saya bocor dok ?Dan saya mau bertanyabjg dok apakah boleh anak saya bermain babywalker krna anak saya sering nabrak2 saat main baby walker dok saya tkut berpengaruh pada jantungnya ?Dan ingin bawa anak saya ke babyspa untuk berenang apakah boleh jg dok ?Terimakasih banyak sebelumnya dokter semoga berkenan untuk menjawab terimaksih
"
29,penyakit-jantung-bawaan,/komunitas/topic/badan-terasa-dingin-pada-anak,"Alodok.. Selamat sore.. Anak saya umur 3.5th. Perempuan.. Bebrapa kali saya merasa setiap anak saya banyak bermain dan seprti aktivitas yang capek, badannya terutama tangan kaki muka itu dingin dan agak membiru anaknya.. Mohon bantuannya ya dok..
"
30,penyakit-jantung-bawaan,/komunitas/topic/nafas-bayi-sperti-orang-habis-lari-kcpean,"Met siang dok, saya mau tanya dok... Anak sya nafas nya sperti orang habis lari kcapean dan bayi itu selalu di kamar ga pernah kluar terkecuali mandiin dan jemur
"
31,penyakit-jantung-bawaan,/komunitas/topic/ukuran-berat-atau-ringannya-asd-scundum,"Assalamualaikum dok. Saya mau tanyaa untuk ukuran kebocoran ASD scundum yg di kategorikan ringan itu berapa ya dok? Terima kasih
"
32,penyakit-jantung-bawaan,/komunitas/topic/bayi-berkeringat-2,"Anak saya usia 6bln, d waktu tertentu dia berkeringat tp tangan dan kaki nya terasa dingin bila d sentuh apa itu normal dok??
"
33,penyakit-jantung-bawaan,/komunitas/topic/jantung-bawaan-4,"Dok saya mau nanya,kalau bayi baru lahir tapi punya jantung bawaan dari lahir apakah bisa di sembuhkan dok?
"
34,penyakit-jantung-bawaan,/komunitas/topic/makan-minum-jadi-satu-sama-orang-yg-punya-sakit-jantung,"Dok, sy mau tanya? Apakah meminum minuman orang yg punya penyakit jantung baik untuk bayi?
"
35,penyakit-jantung-bawaan,/komunitas/topic/bayi-menangis-3,"selamat siang dok...saya punya bayi umur 7 bulan dia klo nangis kadang tidak nafas beberapa detik sampe biru muka'a...terus saya tiup muka'a dan saya goyang""...baru bernafas lagi....hal ini sudah saya alami 2x...apakah ada cara lain untuk mengatasi'a dok...terima kasih dok
"
36,penyakit-jantung-bawaan,/komunitas/topic/tiba-tiba-kaki-bayi-saya-mengalami-pembengkakan-kenapa-tu-kak,"Kak,istri saya baru melahirkan melalui operasi,kondisi bayi nya sesak sempat d infus,bantu oksigen juga sipep kak.Sekarang udah baikan semua nya normal.Tapi kendala saat ini bayi nya mngalami pembengkakan d kaki sebelah nya.mulai dari paha bayi sampai telapak kaki,warna kulit nya memar gitu,kak. Kemarin sempat d infus d bagian kaki juga.,tapi kok cuma yg sebelah yg mengalami pembengkan kak.....? Sementara infus nya bergantian mulai tangan kanan kiri sampai kaki kanan kiri. Semula baik baik aja kak,tapi ga tau kenapa tiba tiba saja memar dan bengkak setelah tidak d pasang infus padal jarak pemasangan dan lepas infus nya udah cukup lama kak,,kenapa tu kak kok bgitu...?😔😥😢
"
37,penyakit-jantung-bawaan,/komunitas/topic/bayi-baru-lahir-10,"Malam dok.Saya mau tanya,bayi yang baru dilahirkan jika tidak nangis itu apakah masih normal atau ada gangguan dok?Anak saya nangis selang beberapa saat kemudian tp ngga lama nangisnya.Semalaman anak saya kaya orang menggigil,bibir,telapak tangan dan kaki agak membiru. Pas tanya ama bidan jaga katanya biasa anak baru lahir seperti itu.Besok malemnya anak saya meninggal dokMohon sharing ilmu pengetahuannya dok,agar saya tau harus mengambil tindakan seperti apa kalo sampe terjadi hal demikian lagi.Terima kasih
"
38,penyakit-jantung-bawaan,/komunitas/topic/adakah-kemungkinan-menutupnya-kebocoran-pada-jantung-bayi,"sore dok
saya mau bertanya
anak saya sekarang usia 5 bulan, baru 2 minggu kemarin di diagnosa bocor jantung 12mm dan infeksi jantung
ini sedang pengobatan dirumah minum obat selama 2 minggu
pertanyaannya apakah msih ada kemungkinan untuk menutup kembali bocor jantung tsb? terimakasih
"
39,penyakit-jantung-bawaan,/komunitas/topic/patent-ductus-arteriosus,"Apakah penyakit pda ini dapat terjangkit atau baru diketahui saat seseorang berusia remaja?
"
40,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-88,"Selamat sore dokter. Saya usia 35. Pernah dirawat di RS.saiful Anwar Malang.Diagnosanya adalah 4 jenis.1. Pembengkakan jantung2. Kelainan katup jantung sejak lahir3. Irama jantung tidak beraturan (bahkan kadang terasa 2 detak perdetik)4. Jantung bocorTerhitung sudah 3 kali mengalami seperti gagal jantung, hingga kadang hampir satu menit jantung dan nafas saya berhenti (terasa mual sekali) saat sadar.Pertanyaan saya apakah tindakan yang harus dilakukan... Operasi atau kah cukup menggunakan obat.
"
41,penyakit-jantung-bawaan,/komunitas/topic/penderita-jantung-bawaan-2,"Hay dok saya mau bertanya..Anak saya sejak usia 2bln diketahui bahwa katub jantung tidak menutup dan kemarin di usianya yg ke 10 bln di eco kembali dan hasilnya masih sama.saya cemas dok apakah ada makanan pantangan nya dok.dan efek kaget apa juga berpengaruh dok.trimakasih
"
42,penyakit-jantung-bawaan,/komunitas/topic/asd-jantung-bawaan,"-secundum asd L-r shunt not ideal candidate for device closure due to short, thin and floppy posterior rim (challrnging case). ini maksudnya apa ya dok
"
43,penyakit-jantung-bawaan,/komunitas/topic/paten-duktus-arteriosus-2,"selamat siang dok, mengapa elainan kromosom seperti sindrom down dan ibu hami dengan umur sekitar 40 an bisa menyebabkan anaknya lahir dengan penyakit jantung bawaan yaitu duktus arteriosus paten?terimakasih dok
"
44,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-keturunan,"Selamat sore dok, bagaimana cara mencegah hal buruk dari penyakit jantung keturunan
"
45,penyakit-jantung-bawaan,/komunitas/topic/baru-ketahuan-umur-6-bulan,"selamat siang dok, anak saya sekarang umur 6 bulan dan sdh makan bubur, dari awal keahiran kesehatanya normal dan baik baik saja, namun kemarin saat melakukan vaksin dari pemeriksaan dokter anak katanya ada kelainan bunyi pada jantung anak saya, padahal dari lahir kondisi fisik dan perkembangan normal, kira kira apakah anak saya mengalami penyakit jantung bawaan dok? dan kira kira jenis penyakitnya apa? terima kasih
"
46,penyakit-jantung-bawaan,/komunitas/topic/denyut-jantung-bayi-yang-tidak-stabil,"selamat pagi dok, saya punya adik sekarang usia 26 hari, pada saat awal lahir sampai 7 hari, bayi dalam keadaan sehat seperti bayi biasanya, tapi setelah 7 hari adik saya baru ditindik telinganya. setelah itu adik saya tidak mau minum ASI karena nafasnya sesak, lalu dibawa ke RS. 2 minggu pertama di rumah sakit adik saya tetap tidak ada perkembangan, nafas dan detak jantungnya tidak stabil, lalu setelah itu nafasnya lumayan stabil hingga ganti oksigen dari yang besar jadi yang kecil, namun detak jantungnya masih belum stabil. trus kemarin kondisi terakhir dia sering mengeluarkan keringat di dahinya, kalo kata suster bukan keringat panas, melainkan keringat dingin, dan nafasnya sekarang sesak kembali jadi pakai oksigen yang besar lagi, dengan detak jantung yang masih belum stabil.
kalau kata suster ada kelainan di jantung adik saya, tadinya mau dirujuk ke RS yang ada alat USG jantung tapi ruangan sedang penuh terus jadi belum bisa dirujuk, itu bagaimana ya dok. gejala penyakit apa yang dialami adik saya ? apakah ada hubungannya setelah bayi ditindik ?
"
47,penyakit-jantung-bawaan,/komunitas/topic/pjb-jantung-bawaan,"Skr anak sy umur 3bln, sejak umur 1minggu sudah d vonis penderita jantung bawaan dengan lobang 4,4mm alhmdlh sd skr keadaanny sehat walafiat. Sejak umur kurang dr 40hr anak sy sering nangis histeris lama, alhmdlh skr sudah mulai reda ud jarang lama,tp msh kadang2 ngamuk. Yg saya tanyakan apakah lobang pd jantung anak sy bs tambah membesar krn sering nangis?? (pjb tidak biru)
"
48,penyakit-jantung-bawaan,/komunitas/topic/bibir-menghitam-7,"Saya Yeni umur 24 tahun. Dan saya mempunyai bayi umur 1.5 bulan. Namun bibir anak saya menghitam kebiruan pada bagian atas dan bawah. Padahal sebelum nya tidak tampak kehitaman. Apakah penyebab nya dan bagaimana penanganan nya? Terima kasih
"
49,penyakit-jantung-bawaan,/komunitas/topic/ruas-jari-bawah-kuku-bengkok-cembung-keatas,"Halo Dokter tangan mama saya umur 52 tahun ruas jarinya yg bawah kuku itu timbul bengkak keatas tulangnya/cembung(kayak tulang keatas gitu) jadi nampak bengkok bengkok ,pas ditekan benjolan tulangnya sakit,skrg pakai cincin aja sudah sakit apakah ini faktor manula? Atau ada penyakit lainnya? Karena hampir semua jarinya begitu kecuali jempol aja
"
50,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-bawaan-11,"Selamat malam dokterSaya ingin bertanya apa perbedaan penyakit jantung ringan dan penyakit jantung komplek mohon penjelasannya terimakasih
"
51,penyakit-jantung-bawaan,/komunitas/topic/jantung-bayi-berisik,"Halo dok, usia bayi saya 4 bulan jantung nya berisik seperti ada angin nya dok, di setiap detakan jantung nya,?
"
52,penyakit-jantung-bawaan,/komunitas/topic/apa-ejention-fraction,"Putra saya sekarang umur 4 tahun,anak saya penderita jantung bocor .padahal anaknya sehat fisiknya dan aktif sekali. hasil echo bulan ini mengatakan ejection fraction 66,0 % sedangkan 6 bulan lalu ejection fractionnya 63,3 %. Apa kesimpulan dari hasil sekarang dan 6 bulan lalu dok...terima kasih
"
53,penyakit-jantung-bawaan,/komunitas/topic/tanya-hasil-echo-jantung-bayi,"dok, saya mau tanya penjelasan hasil echo ade saya, uasianya sekarang 22 bulan.ini hasilnyaAtrial Situs Solitus,VA concordance, All PV Drain To LA,Dilated RA,SMALL RV,DILATED LA LV,TRICUSPID ATRESIA,MODERATE INFUNDIBULAR PS (PG 50 MMHG),MODERATE SECUNDUM ASD 8MM R TO L SHUNT,IAS BULGING TO LA,LARGE VSD,SMALL PDA 2 MM L TO R SHUNT,LEFT AORTIC ARCH, NO COART,GOOD CONTRACTING VENTRICLE.terimakasih dok
"
54,penyakit-jantung-bawaan,/komunitas/topic/anak-yang-kelainan-jantung,"Dok bagaimana penanganan atau pengobatan anak yg mengalami pembengkakan jantung sehingga detak jantung nya Cpt,apa obatnya?
"
55,penyakit-jantung-bawaan,/komunitas/topic/anak-sy-menderita-penyakit-tof,"Selamat malam dokter.. Anak saya berumur 5 tahun dokter mendianogsa penyakit tof.. Dan dokter berkata harus sgera dioperasi bedah.. Pada bulan april kemarin anak saya sudah menjalani operasi kateterisasi jantung dan dokter bilang anak saya mendianogsa pulmonary atresia ventricular septal defect,polisitemia vera sekunder.. Dan hemoglobinnya tinggi 23,9.Saya mau tanyakan bagaimana solusix buat anak saya,apakan melalui operasi bedah anak saya bisa sembuh
"
56,penyakit-jantung-bawaan,/komunitas/topic/injap-jantung-berlubang,"Hi. Saya nak bertaya bagi pihak ayah saya yg berumur 51 tahun. Selepas dia discan dengan ecg, didapati injap jantungnya disyaki berlubang. Symptoms 2-3 minggu lalu: sakit dada sikit, batuk(kering), badan rasa lemah dan cepat letih1. Jadi apakah rawatan yang sesuai? 2. Perlukah dimasukkan camera untuk tentukan kaedah rawatan yang sesuai? 3. Kalau dibiarkan tanpa rawatan, apa yg akan berlaku dan risikonya?
"
57,penyakit-jantung-bawaan,/komunitas/topic/olahraga-apa-yang-bisa-dilakukan-untuk-penderita-jantung-bocor,"Mau tanya dok, kan saya punya adik baru berusia 6 tahun. Dia memiliki Penyakit Jantung Bocor sejak lahir, tetapi PJBnya ringan. Kira-kira olahraga apa saja yang bisa dilakukan untuk penderitaan jantung bocor?
"
58,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-bawaan-10,"Berapa durasi latihan atau olahraga yang cocok bagi penderita jantung bawaan
"
59,penyakit-jantung-bawaan,/komunitas/topic/diagnosa-dokter-tentang-jantung-bocor,"Selamat malam dok.. 1 minggu yg lalu sy mmeriksakn ank sy 7 bln k dokter umum.. awalny sy brniat mmeriksakn bapilny, tp sampai dsana dokter blg kalo ad kbocoran jntung pd ank sy.. sy sgat kget, tp dokterny blg, slama nangisny msih kenceng, mnum susuny bny nnti akan mnutup sndr.. gmn nrut dokter?
"
60,penyakit-jantung-bawaan,/komunitas/topic/sering-ngos-ngosan-saat-ber-aktifitas-ringan,"malam dok ank sya berumur 14thn dia sering ngeluh kalau dadanya sakit dan saat beraktifitas ringan dia sering ngos ngosan dan keluar banyak keringat, waktu itu juga di saat sya hitung denyut nadi ank sya hampir tidak ketahuan karna sangat lemah... apakah itu serius atau tidak dok?
"
61,penyakit-jantung-bawaan,/komunitas/topic/anak-pertama-diagnosa-pjbapakah-jika-hamil-anak-kedua-ada-kemungkinan-pjb-lg,"Selamat siang dokter,Anak pertama saya didiagnosa TGA,PDA dan ASD dan sudah di total koreksi.Pertanyaannya:1. Apakah ASD yg disisakan 2-3mm akan menutup sndri? Dan regurigutasi paru paru apakah bisa menutup?2. Jika ada keinginan utk hamil anak kedua,apakah besar kemungkinan utk pjb lg? Terima kasih
"
62,penyakit-jantung-bawaan,/komunitas/topic/batuk-gak-kunjung-sembuh-wajah-membengkak,"Hallo dok,sya mau tanya anak saya umr 8 thn awalnya sakit batuk trus pilek,smpai skrg batuk ny gk kunjung smbuh sdh 2 mingguan,mlh skrg demam dan bdan ny kluar bentol2 trus mukanya jadi bengkak gtu.apakah itu alergi atau punya penyakit lain ny dok.sdh mnum obt tp batuk ny gk kunjung smbuh,sdh di priksakan jg di bidan.tlg saran ny dok
"
63,penyakit-jantung-bawaan,/komunitas/topic/penanganan-yang-tepat-bayi-dengan-tetralogy-of-fallot-tof,"Putri saya lahir 21 Nopember 2018 dalam keadaan sehat dan normal. Memasuki usia 2 bulan divonis oleh dokter mengalami kebocoran jantung ( Tetralogy Of Fallot ). Dikatakan bahwa putri saya harus dioperasi, namun saat ini kami sebagai orangtua masih bingung kapan kira-kira waktu yang tepat untuk dilakukan operasi. Dan jika akan dilakukan operasi, apakah harus ke RS Harapan Kita untuk Indonesia?? Dan apakah pasca operasi putri kami akan normal seperti anak-anak lain nya atau harus ada perhatian/perlakuan khusus. Terima kasih ALODOKTER
"
64,penyakit-jantung-bawaan,/komunitas/topic/apakah-jantung-bocor-pada-bayi-dapat-memperhambat-tumbuh-kembangnya,"Hallo dok.. Saya mau bertanya anak saya sekarang berusia 9 bulan. Anak saya mengalami penyakit jantung bocor dr dalam kandungan. Dan baru diketahui pada usia 2 bulan. Pertanyaan saya apakah jantung bocor bisa menutup dgn sendirinya? Dan apakah jantung bocor berdampak pada tumbuh kembang anak saya?. Trmskh
"
65,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-bawaan-9,"Selamat sore dok,
Saya mau menayakan apakah betul pertumbuhan kuku kaki dan tangan bisa terganggu karna punya penyakit jantung bawaan? kebetulan anak saya punya PJB moderate VSD PM 4,2-4,8 mm, sudah 1 bulan kuku kaki dan tangan anak saya seperti terkena jamur kuku (belah dan kusam) tp waktu saya periksa k dr Sp. KK beliau mengatakan ini bukan krna jamur tp karna anak saya punya PJB jd pertumbuhan kuku nya terganggu. Apakah betul? mohon penjelasannya dok. Terimakasih

"
